Collection,ID Number,Verbatim object name,Type,Taxonomy Name(s)
General Invertebrate,CMNI 1989-0416,Brachyiulus littoralis Verhoeff,previous scientific name,Brachyiulus pusillus
General Invertebrate,CMNI 1989-0417,Brachyiulus littoralis Verhoeff,previous scientific name,Brachyiulus pusillus
General Invertebrate,CMNI 1989-0418,Brachyiulus littoralis Verhoeff,previous scientific name,Brachyiulus pusillus
General Invertebrate,CMNI 1989-0219,"Tetradidemnum albidum Van Name, 1910",previous scientific name,Didemnum albidum
General Invertebrate,CMNI 1989-0220,"Caesira papillosa Hartmeyer, 1909-1911",previous scientific name,Molgula complanata
General Invertebrate,CMNI 1989-0221,"Caesira retortiformis Hartmeyer, 1909-1911",previous scientific name,Molgula retortiformis
General Invertebrate,CMNI 1989-0222,"Caesira apoploa Huntsman, 1912",previous scientific name,Molgula pugetiensis
General Invertebrate,CMNI 1989-0223,"Eugyra pilularis Verrill, 1872",previous scientific name,Bostrichobranchus pilularis
General Invertebrate,CMNI 1989-0232,"Cystingia griffithsii (MacLeay, 1825)",previous scientific name,Molgula griffithsii
General Invertebrate,CMNI 1989-0233,"Cystingia griffithsii (MacLeay, 1825)",previous scientific name,Molgula griffithsii
General Invertebrate,CMNI 1989-0234,"Cystingia griffithsii (MacLeay, 1825)",previous scientific name,Molgula griffithsii
General Invertebrate,CMNI 1989-0235,"Cystingia griffithsii (MacLeay, 1825)",previous scientific name,Molgula griffithsii
General Invertebrate,CMNI 1989-0258,Boltenia echinata var. hirsuta,previous scientific name,Boltenia echinata
General Invertebrate,CMNI 1989-0325,"Cnemidocarpa joannae Huntsman, 1912",previous scientific name,Cnemidocarpa finmarkiensis
General Invertebrate,CMNI 1989-0331,"Dendrodoa tuberculata Ritter, 1899",previous scientific name,Dendrodoa aggregata
General Invertebrate,CMNI 1989-0333,"Goniocarpa rustica Huntsman, 1912",previous scientific name,Styela rustica
General Invertebrate,CMNI 1989-0336,"Goniocarpa rustica Huntsman, 1912",previous scientific name,Styela rustica
General Invertebrate,CMNI 1989-0337,"Goniocarpa rustica Huntsman, 1912",previous scientific name,Styela rustica
General Invertebrate,CMNI 1989-0334,"Goniocarpa lovenii Huntsman, 1922",previous scientific name,Styela coriacea
General Invertebrate,CMNI 1989-0335,"Goniocarpa lovenii Huntsman, 1922",previous scientific name,Styela coriacea
General Invertebrate,CMNI 1989-0338,"Goniocarpa lovenii Huntsman, 1922",previous scientific name,Styela coriacea
General Invertebrate,CMNI 1989-0339,"Goniocarpa lovenii Huntsman, 1922",previous scientific name,Styela coriacea
General Invertebrate,CMNI 1989-0340,"Katatropa vancouverensis Huntsman, 1912",previous scientific name,Styela truncata
General Invertebrate,CMNI 1989-0341,"Katatropa uclueletensis Huntsman, 1912",previous scientific name,Styela truncata
General Invertebrate,CMNI 1989-0420,Nopoiulus venustus Latzel,previous scientific name,Nopoiulus kochii
General Invertebrate,CMNI 1989-0419,Nopoiulus venustus Latzel,previous scientific name,Nopoiulus kochii
General Invertebrate,CMNI 1989-0012,"Amphiura denticulata Koehler, 1898",previous scientific name,Amphiura fragilis
General Invertebrate,CMNI 1989-0013,"Amphiura denticulata Koehler, 1898",previous scientific name,Amphiura fragilis
General Invertebrate,CMNI 1988-0145,"Crisia pacifica Robertson, 1910",previous scientific name,Crisia serrulata
General Invertebrate,CMNI 1988-0148,"Crisia pacifica Robertson, 1910",previous scientific name,Crisia serrulata
General Invertebrate,CMNI 1988-0024,"Crisia pacifica Robertson, 1910",previous scientific name,Crisia serrulata
General Invertebrate,CMNI 1988-0010,"Gonypodaria nodosa O'Donoghue, 1923",previous scientific name,Barentsia hildegardae
General Invertebrate,CMNI 1988-0144,"Schizoporella hyalina (Linnaeus, 1758)",previous scientific name,Celleporella hyalina
General Invertebrate,CMNI 1988-0019,"Schizoporella insculpta Hincks, 1882",previous scientific name,Reussia insculpta
General Invertebrate,CMNI 1988-0190,Crisia cornuta var. geniculata,previous scientific name,Crisidia cornuta geniculata
General Invertebrate,CMNI 1988-0017,"Bugula murrayana Johnston, 1847",previous scientific name,Dendrobeania murrayana
General Invertebrate,CMNI 1988-0158,"Bugula curvirostrata Robertson, 1905",previous scientific name,Dendrobeania curvirostrata
General Invertebrate,CMNI 1988-0194,Idmonea californica,previous scientific name,Diaperoecia californica
General Invertebrate,CMNI 1988-0237,Idmonea californica,previous scientific name,Diaperoecia californica
General Invertebrate,CMNI 1988-0156,Idmonea californica,previous scientific name,Diaperoecia californica
General Invertebrate,CMNI 1989-0234 [dup1],Idmonea californica,previous scientific name,Idmidronea californica
General Invertebrate,CMNI 1988-0196,Cellaria borealis,previous scientific name,Microporina borealis
General Invertebrate,CMNI 1988-0207,Cellaria borealis,previous scientific name,Microporina borealis
General Invertebrate,CMNI 1988-0240,Cellaria borealis,previous scientific name,Microporina borealis
General Invertebrate,CMNI 1988-0021,Cellaria borealis,previous scientific name,Microporina borealis
General Invertebrate,CMNI 1988-0179,"Flustra lichenoides Robertson, 1900",previous scientific name,Dendrobeania lichenoides
General Invertebrate,CMNI 1988-0006,"Flustra lichenoides Robertson, 1900",previous scientific name,Dendrobeania lichenoides
General Invertebrate,CMNI 1988-0257,Schyzoporella hyalina,previous scientific name,Celleporella hyalina
General Invertebrate,CMNI 1988-0258,"Stirparia californica Robertson, 1905",previous scientific name,Caulibugula californica
General Invertebrate,CMNI 1984-0963,Eulithobius,previous scientific name,Bothropolys sp.
General Invertebrate,CMNI 1988-0264,Smittia trispinosa ?,previous scientific name,Parasmittina trispinosa
General Invertebrate,CMNI 1988-0265,Menipea ternata,previous scientific name,Tricellaria ternata
General Invertebrate,CMNI 1988-0274,Menipea ternata,previous scientific name,Tricellaria ternata
General Invertebrate,CMNI 1988-0266,Membranipora pallida,previous scientific name,Hincksina pallida
General Invertebrate,CMNI 1988-0270,Bugula laxa,previous scientific name,Dendrobeania laxa
General Invertebrate,CMNI 1988-0272,Mucronella simplicissima,previous scientific name,Mucronella major
General Invertebrate,CMNI 1988-0008,"Membranipora patula Hincks, 1881",previous scientific name,Chaperia patula
General Invertebrate,CMNI 1988-0281,"Callopora tenuirostris Hincks, 1880",previous scientific name,Copidozoum tenuirostre
General Invertebrate,CMNI 1988-0282,Membranipora spinifera,previous scientific name,Cauloramphus spiniferum
General Invertebrate,CMNI 1988-0233,Membranipora spinifera,previous scientific name,Cauloramphus spiniferum
General Invertebrate,CMNI 1988-0287,"Schizoporella tumulosa Hincks, 1882",previous scientific name,Rhynchozoon tumulosum
General Invertebrate,CMNI 1988-0598,"Schizoporella tumulosa Hincks, 1882",previous scientific name,Rhynchozoon tumulosum
General Invertebrate,CMNI 1988-0288,"Smittina collifera Robertson, 1908.",previous scientific name,Parasmittina collifera
General Invertebrate,CMNI 1988-0289,Smittina marsupium var. porifera,previous scientific name,Porella porifera
General Invertebrate,CMNI 1988-0290,Schizomavella longirostrata,previous scientific name,Hippomonavella longirostrata
Parasite,CMNPA 1980-0136a,Myxospora,scientific name,Luxilus cornutus | Myxosporea
Parasite,CMNPA 1980-0136b,Myxospora,scientific name,Luxilus cornutus
Parasite,CMNPA 1980-0136c,Myxospora,scientific name,Luxilus cornutus | Myxosporea
Parasite,CMNPA 1980-0136d,Myxospora,scientific name,Luxilus cornutus | Myxosporea
General Invertebrate,CMNI 1988-0198,Menipea gracilis,previous scientific name,Tricellaria gracilis
General Invertebrate,CMNI 1988-0022,Menipea gracilis,previous scientific name,Tricellaria gracilis
General Invertebrate,CMNI 1988-0206,Cellularia peachii,previous scientific name,Tricellaria peachii
General Invertebrate,CMNI 1988-0567,Cellularia peachii,previous scientific name,Tricellaria peachii
General Invertebrate,CMNI 1988-0208,Cribrilina furcata,previous scientific name,Reginella furcata
General Invertebrate,CMNI 1988-0146,"Menipea erecta Robertson, 1900",previous scientific name,Tricellaria erecta
General Invertebrate,CMNI 1988-0212,Bugula murrayana var. fruticosa,previous scientific name,Dendrobeania murrayana
General Invertebrate,CMNI 1988-0221,Bugula murrayana var. fruticosa,previous scientific name,Dendrobeania murrayana
General Invertebrate,CMNI 1988-0247,Bugula murrayana var. fruticosa,previous scientific name,Dendrobeania murrayana
General Invertebrate,CMNI 1988-0213,Menipea occidentalis,previous scientific name,Tricellaria occidentalis
General Invertebrate,CMNI 1988-0214,Stirparia occidentalis Robertson,previous scientific name,Caulibugula occidentalis
General Invertebrate,CMNI 1988-0215,Cribrilina radiata var. radiata (Hincks,previous scientific name,Colletosia radiata radiata
General Invertebrate,CMNI 1988-0216,Cellepora incrassata,previous scientific name,Celleporina surcularis
General Invertebrate,CMNI 1988-0166,Cellepora incrassata,previous scientific name,Celleporina surcularis
General Invertebrate,CMNI 1988-0217,Mucronella simplicissima var. perforata O'Donoghue,previous scientific name,Mucronella major
General Invertebrate,CMNI 1988-0218,Lepralia nitescens,previous scientific name,Hippoporella nitescens
General Invertebrate,CMNI 1988-0219,Lepralia bilabiata Hincks,previous scientific name,Eurystomella bilabiata
General Invertebrate,CMNI 1988-0226,"Membranipora circumclathrata Hincks, 1881",previous scientific name,Callopora circumclathrata
General Invertebrate,CMNI 1988-0232,Membranipora lacroixii,previous scientific name,Einhornia crustulenta
General Invertebrate,CMNI 1988-0235,Microporella malusii var. typica,previous scientific name,Fenestrulina malusii
General Invertebrate,CMNI 1988-0249,Diachoris columbiana O'Donoghue,previous scientific name,Beania columbiana
General Invertebrate,CMNI 1988-0121,Diachoris columbiana O'Donoghue,previous scientific name,Beania columbiana
General Invertebrate,CMNI 1988-0313,Cycloseris sp.,previous scientific name,Fungia (Wellsofungia) granulosa
General Invertebrate,CMNI 1900-1064,Obelia bicuspitata,previous scientific name,Obelia bidentata
General Invertebrate,CMNI 1900-1056,"Obelia borealis Nutting, 1901",previous scientific name,Obelia dichotoma
General Invertebrate,CMNI 1900-1065,"Obelia commissuralis McCrady, 1857",previous scientific name,Obelia dichotoma
General Invertebrate,CMNI 1900-1057,"Obelia dubia Nutting, 1901",previous scientific name,Obelia dichotoma
Bird,CMNAV Z000717,Sula bassanus,scientific name,Morus bassanus
Bird,CMNAV Z000140,Sula bassanus,scientific name,Morus bassanus
Bird,CMNAV S5991,Sula bassanus,scientific name,Morus bassanus
Bird,CMNAV E4732,Sula bassanus,,Morus bassanus
Bird,CMNAV E5026,Sula bassanus,,Morus bassanus
Bird,CMNAV 78811,Sula bassanus,,Morus bassanus
Bird,CMNAV T675,Sula bassanus,previous name,Morus bassanus
Bird,CMNAV T752,Sula bassanus,,Morus bassanus
Mammal,CMNMA Z000872,Neacomys,scientific name,Acomys
General Invertebrate,CMNI 1900-1060,"Obelia longissima (Pallas, 1766)",previous scientific name,Obelia dichotoma
General Invertebrate,CMNI 1900-1067,"Obelia longissima (Pallas, 1766)",previous scientific name,Obelia dichotoma
General Invertebrate,CMNI 1988-0292,Celleporaria surcularis,previous scientific name,Celleporina surcularis
General Invertebrate,CMNI 1988-0293,Celleporaria surcularis,previous scientific name,Celleporina surcularis
General Invertebrate,CMNI 1988-0405,Myriozoum subgracilis,previous scientific name,Myriapora subgracilis
Mammal,CMNMA Z000735,Lynx lynx,scientific name,Lynx canadensis
Mammal,CMNMA Z000321,Lynx lynx,scientific name,Lynx canadensis
Mammal,CMNMA Z000328,Lynx lynx,scientific name,Lynx canadensis
Mammal,CMNMA Z000322,Lynx lynx,scientific name,Lynx canadensis
Mammal,CMNMA Z000323,Lynx lynx,scientific name,Lynx canadensis
Mammal,CMNMA Z000324,Lynx lynx,scientific name,Lynx canadensis
Mammal,CMNMA Z000325,Lynx lynx,scientific name,Lynx canadensis
Mammal,CMNMA Z000326,Lynx lynx,scientific name,Lynx canadensis
Mammal,CMNMA Z000327,Lynx lynx,scientific name,Lynx canadensis
Fossil Vertebrate,CMNFV 45990,Lynx lynx,scientific name,Lynx canadensis
Fossil Vertebrate,CMNFV 45991,Lynx lynx,scientific name,Lynx canadensis
Fossil Vertebrate,CMNFV 21860,Opthalmosauria indet.,,Ophthalmosaurus
Vascular Plant,CAN 234568,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 9239,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 296142,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 240156,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 9243,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 240158,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 115657,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 115662,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 385891,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 304690,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 317041,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 115660,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Vascular Plant,CAN 308185,Echinochloa crus-galli f. longiseta,item name,Echinochloa crus-galli
Fossil Vertebrate,CMNFV 54175,Willsaspis akkerokia,,Phialaspis akkerokia
General Invertebrate,CMNI 1987-0210,Stomphia parasitica,previous scientific name,Stomphia pacifica
General Invertebrate,CMNI 1987-0211,Stomphia parasitica,previous scientific name,Stomphia pacifica
General Invertebrate,CMNI 1989-0546,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0547,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0548,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0549,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0550,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0551,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0552,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0553,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0554,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0555,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0556,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0557,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0558,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0559,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0560,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0561,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0562,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0563,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0564,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0537,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0538,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0539,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0540,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0541,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0542,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0543,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0544,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0545,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0565,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0566,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0567,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0568,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0569,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0570,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0571,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0572,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0573,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
General Invertebrate,CMNI 1989-0574,Diploiulus caeruleocinctus,previous scientific name,Allajulus caeruleocinctus
