mkey,descriptor,term,note
709148,substrate,n/a,on old logs
709149,substrate,n/a,on old logs
709150,substrate,n/a,on an old log
709151,substrate,n/a,on old logs
709152,substrate,n/a,on earth
709153,substrate,n/a,on old logs
709154,substrate,n/a,on dead wood
709155,substrate,n/a,on rotten wood
709156,substrate,n/a,on logs
709157,substrate,n/a,on dead wood
709158,substrate,n/a,on rotten wood
709159,substrate,n/a,on rotten wood
709160,substrate,n/a,on rotten wood
709161,substrate,n/a,on rotten wood
709162,substrate,n/a,on rotten wood
709163,substrate,n/a,on old log
709164,substrate,n/a,on old logs
709165,substrate,n/a,on old logs
709166,substrate,n/a,on old logs
709167,substrate,n/a,on old logs
709168,substrate,n/a,on rotten wood
709170,substrate,n/a,on stumps
709171,substrate,n/a,on old logs
709172,substrate,n/a,on old logs
709173,substrate,n/a,on old logs
709174,substrate,n/a,on old logs
709175,substrate,n/a,on old logs
709176,substrate,n/a,on old logs
709177,substrate,n/a,rotten wood
709178,substrate,n/a,on rotten wood
709179,substrate,n/a,on rotten wood
709180,substrate,n/a,on rotten wood
709181,substrate,n/a,on rotten wood
709182,substrate,n/a,on old logs
709183,substrate,n/a,on dead wood
709185,substrate,n/a,on rotten logs
709186,substrate,n/a,on rotten wood
709187,substrate,n/a,on moss in a swamp
709188,substrate,n/a,on stones
709189,substrate,n/a,on old logs
709190,substrate,n/a,"wet, peaty edge of streamlet"
709191,substrate,n/a,on old logs
709192,substrate,n/a,on rotten wood
709193,substrate,n/a,on earth
709195,substrate,n/a,on peat over Churchill quartzite
709196,substrate,n/a,on earth and rotten wood
709198,substrate,n/a,Black spruce-Sphagnum swamp area
709199,substrate,n/a,on moist stump root on under parts in cedar fen
709200,substrate,n/a,in swamp
709201,substrate,n/a,on wet humus in open bog
709202,substrate,n/a,on rotten stump in cedar swamp
709203,substrate,n/a,on wet log in swamp
709204,substrate,n/a,around small pothole lake
709205,substrate,n/a,on old wet conifer
709207,substrate,n/a,on old rotted logs
709208,substrate,n/a,in moss and liverwort mat on granite rock face
709209,substrate,n/a,on decayed log
709210,substrate,n/a,in peat
709211,substrate,n/a,on top of old cut dead rotting cedar stub just above ground level
709213,substrate,n/a,on moist rotten spruce log in shade along lakeshore
709215,substrate,n/a,on sloping shore rocks with seepage
709216,substrate,n/a,on stump in cedar swamp
709217,substrate,n/a,in shade
709218,substrate,n/a,moist tree base in shade
709220,substrate,n/a,on vertical side of peaty soil on edges of hummocks in open Sphagnum fen
709222,substrate,n/a,on soil over tree root
21515,substrate,n/a,On base of spruce tree in bog.
25459,substrate,n/a,On hummock over roots in swamp.
25469,substrate,n/a,On cedar log in swamp.
26225,substrate,n/a,On fallen branches and roots of cedar.
25461,substrate,n/a,On hummock at base of small cedar in swamp.
17506,substrate,n/a,On rotted wood in swamp.
709274,substrate,n/a,on small rotten stump
709276,substrate,n/a,on soil over root
709280,substrate,n/a,on rotting stump
709283,substrate,n/a,on underside of very rotten exposed lateral root of old Populus sp. stump in damp shaded run-off depression
709284,substrate,n/a,on rotten log
709285,substrate,n/a,on wet humus under spruce
709286,substrate,n/a,on wood
709289,substrate,n/a,on ground in bog
709290,substrate,n/a,on side of Sphagnum hummock in lakeside bog
709295,substrate,n/a,on rotten wood on forest floor
709296,substrate,n/a,on rotten wood and rocks
709297,substrate,n/a,on rotten wood and rocks
709298,substrate,n/a,on rotten wood and rocks
709299,substrate,n/a,on rotten wood and rocks
709300,substrate,n/a,on old logs
709301,substrate,n/a,on old logs
709302,substrate,n/a,on old logs
709303,substrate,n/a,on earth in a swamp
709304,substrate,n/a,on old logs in a swamp
709305,substrate,n/a,on dead wood
709306,substrate,n/a,old logs
709307,substrate,n/a,on old logs
709308,substrate,n/a,on old logs
709310,substrate,n/a,on rotten logs
709311,substrate,n/a,on rotten wood
709312,substrate,n/a,on rotten wood
709330,substrate,n/a,rotten log
709331,substrate,n/a,on rotten logs
709334,substrate,n/a,damp shaded ground
20953,substrate,n/a,On base of willow tree near pond.
20974,substrate,n/a,In wet depression in bog.
20448,substrate,n/a,On peat bank.
20392,substrate,n/a,On peat hummock beside water.
709342,substrate,n/a,on bark
709343,substrate,n/a,on end of wet hardwood log
709347,substrate,n/a,bog hummock
709349,substrate,n/a,dry heath blanked bog
27532,substrate,n/a,Creux exterieux de souche pourri.
709358,substrate,n/a,on old logs
709359,substrate,n/a,on old logs
709361,substrate,n/a,on old logs in woods
709362,substrate,n/a,on rotten logs
709363,substrate,n/a,on dead wood
709473,substrate,n/a,on soil bank on forest floor
709475,substrate,n/a,on earth and rotten wood
709476,substrate,n/a,surface of a bog
709478,substrate,n/a,on rock
709479,substrate,n/a,on rotten tree stump in bog
709480,substrate,n/a,on rotting log
709481,substrate,n/a,on humus of forest floor
709482,substrate,n/a,on boulders
709483,substrate,n/a,"in a Scirpus mat, flat and wet"
709484,substrate,n/a,"in a Scirpus mat, flat and wet"
709487,substrate,n/a,bog hummock
709488,substrate,n/a,on humus
709490,substrate,n/a,on swampy earth
709494,substrate,n/a,"shore rock cornice, shade and moist"
709497,substrate,n/a,S. on D.W.
709498,substrate,n/a,in Sphagnum hummocks in open bog
709499,substrate,n/a,on Sphagnum
709500,substrate,n/a,in peat bog
709501,substrate,n/a,peat bog
709502,substrate,n/a,in a peat bog
709503,substrate,n/a,wet depressions among raised-centre polygons
709504,substrate,n/a,wet depressions among raised centre polygons
709507,substrate,n/a,on wet Cassiope hummock
709508,substrate,n/a,on old logs
709509,substrate,n/a,on old logs
709512,substrate,n/a,S.
709513,substrate,n/a,S.
709514,substrate,n/a,S.
709515,substrate,n/a,S. on D.W.
709516,substrate,n/a,humus
709517,substrate,n/a,humus
709520,substrate,n/a,humus
709521,substrate,n/a,on rotten wood
709522,substrate,n/a,on rotten wood
709524,substrate,n/a,on moss near snowline
709525,substrate,n/a,on old logs
709526,substrate,n/a,on logs
709537,substrate,n/a,Humus
709538,substrate,n/a,on Sphagnum close to the snow
709539,substrate,n/a,S.
709540,substrate,n/a,humus
709541,substrate,n/a,humus
709542,substrate,n/a,humus
709543,substrate,n/a,on earth and logs
26221,substrate,n/a,Wet muck and debris between sphagnum hummocks.
709544,substrate,n/a,in Sphagnum bog at E. edge of lake
709545,substrate,n/a,on well-rotted log in bog
709547,substrate,n/a,in bog
709553,substrate,n/a,on stones in woods
709554,substrate,n/a,on earth
709555,substrate,n/a,on rotten logs
709556,substrate,n/a,on dead wood
709557,substrate,n/a,on moss & earth
709558,substrate,n/a,on a peat bog
709559,substrate,n/a,on rotten wood
709560,substrate,n/a,on earth on rock
709561,substrate,n/a,on the earth in a swamp
709562,substrate,n/a,peat bog
709567,substrate,n/a,S.
709569,substrate,n/a,old logs
709570,substrate,n/a,in a peat bog
709574,substrate,n/a,"soil, hummock"
709576,substrate,n/a,rotten wood
709577,substrate,n/a,on old logs
709578,substrate,n/a,on dead wood in a swamp
709579,substrate,n/a,on soil over rock bluff
709582,substrate,n/a,on wet rock ledge
709583,substrate,n/a,in bog
709584,substrate,n/a,on rotten tree
709586,substrate,n/a,"mosses, snow-fed, strongly weathered, weakly calcareous slope"
709589,substrate,n/a,"mosses, loosely incorporated, humus-covered, calcareous scree"
709593,substrate,n/a,on wet sand with Pohlia proligera
709594,substrate,n/a,among stones
709595,substrate,n/a,"on morain, clayish materials"
709596,substrate,n/a,on mosses
709600,substrate,n/a,on sea cliff
709601,substrate,n/a,exposed earth
709602,substrate,n/a,damp earth of slope
709603,substrate,n/a,open hummock on outcrop
709604,substrate,n/a,on wet cliff
709605,substrate,n/a,on rocks
709607,substrate,n/a,on rocks
709608,substrate,n/a,on old logs
709609,substrate,n/a,on rocks
709611,substrate,n/a,on dead wood by the sea
709612,substrate,n/a,on earth
709613,substrate,n/a,on rocks
709614,substrate,n/a,on burnt logs
709615,substrate,n/a,on rocks
709616,substrate,n/a,on old logs
709617,substrate,n/a,on rocks
709618,substrate,n/a,on earth on rocks
709619,substrate,n/a,on earth
709621,substrate,n/a,humus on D.W.
26286,substrate,n/a,On soil at base of polytrichum mat at crest of cliff.
26237,substrate,n/a,At side of dirt trail.
17499,substrate,n/a,On seepy rock outcrop in woods.
709623,substrate,n/a,on exposed rock outcrop
709624,substrate,n/a,In seepage area on north-facing slope
709625,substrate,n/a,on rock bluff beside lake
709626,substrate,n/a,in crevice of seepy bluff
709627,substrate,n/a,on quartzite rock cliff
709628,substrate,n/a,on sandy soil
709629,substrate,n/a,Sparse strands intertwined with stems of Ceratodon purpureus on sandy humus by side of trail
709630,substrate,n/a,on vertical granite rock face
709631,substrate,n/a,on rocks
709633,substrate,n/a,moist shaded crevices in vertical shore rocks
709634,substrate,n/a,on rocks
709635,substrate,n/a,in moist shaded cleft of talus boulder
709636,substrate,n/a,on rocks
709637,substrate,n/a,on rocks
709638,substrate,n/a,on rock outcrop
709639,substrate,n/a,"rocher de granit, sec"
21621,substrate,n/a,on rock bluff
20437,substrate,n/a,on rock bluff.
709641,substrate,n/a,rocher de granit
709642,substrate,n/a,rocher de granite eclair
709643,substrate,n/a,rocher de granit
709646,substrate,n/a,on rock bluff
709647,substrate,n/a,over mosses on open shelf
709648,substrate,n/a,damp shaded rock face
709649,substrate,n/a,"over mosses, cliff shelf"
709650,substrate,n/a,"crevices, rock face"
709653,substrate,n/a,S. on D.W.
709655,substrate,n/a,rotten log in forest
709656,substrate,n/a,moist crevices of metamorphosed shale
709657,substrate,n/a,"among mosses, in damp rock-crevices and on vertical rock-walls"
709658,substrate,n/a,in cracks of limestone gully and caverns
25514,substrate,n/a,On rock outcrop.
20664,substrate,n/a,On bluff in woods.
29404,substrate,n/a,On acidic cliff beside road.
29417,substrate,n/a,On vertical side of rock outcrop.
29420,substrate,n/a,On rock outcrop.
17540,substrate,n/a,On decorticated cedar log in woods.
26359,substrate,n/a,Over sphagnum in hummock at base of shrub in fen.
29398,substrate,n/a,On rock bluff beside river.
709660,substrate,n/a,on soil at base of birch on hillside
709661,substrate,n/a,on rock outcrop
709662,substrate,n/a,"on vertical quartzite rock face, shaded and N.-facing"
709663,substrate,n/a,Moist crevice in basaltic rim of canyon
709664,substrate,n/a,"on damp, open rock in spray area"
709665,substrate,n/a,on rock outcrop
709666,substrate,n/a,on rocks
709667,substrate,n/a,in rock crevices
17532,substrate,n/a,On sandy soil of road allowance.
26234,substrate,n/a,On top surface of pine stump.
709673,substrate,n/a,on sandy soil of road allowance
709675,substrate,n/a,dry sandy bank
709676,substrate,n/a,dry sandy bank
709677,substrate,n/a,on shaded side of huge basaltic talus boulder at bottom of gorge
709679,substrate,n/a,on open gravelly soil
709682,substrate,n/a,in Sphagnum bog
709683,substrate,n/a,"on humus, on rock under jack pine"
709684,substrate,n/a,on rotten log
21422,substrate,n/a,On decorticated cedar log.
25501,substrate,n/a,On stump and fallen branch.
17514,substrate,n/a,On decorticated cedar log near swamp.
709685,substrate,n/a,on old logs
709686,substrate,n/a,on old elm logs
709690,substrate,n/a,on wet hummocks of old Sphagnum
709693,substrate,n/a,shaded bank beside temporary pool
710666,substrate,n/a,On gravel below large boulder used as perch by birds
710667,substrate,n/a,floor of pine-cedar forest of slope
710669,substrate,n/a,"Under pigmy Chamaecyparis, on slope of outcrop knob"
710670,substrate,n/a,on floor of pine-cedar forest of slope
710671,substrate,n/a,Mixed with Herbertus under dwarfed Chamaecyparis
710672,substrate,n/a,Dwarf conifer thicket floor
710673,substrate,n/a,on old logs
710684,substrate,n/a,on old logs
710696,substrate,n/a,on old logs
710699,substrate,n/a,on old logs
710700,substrate,n/a,on old logs
710701,substrate,n/a,on old logs
710704,substrate,n/a,on old logs
710705,substrate,n/a,on old stump
710707,substrate,n/a,on rotten log in forest
710711,substrate,n/a,D.W.
710715,substrate,n/a,on old log in
710716,substrate,n/a,on logs
710717,substrate,n/a,on logs
710718,substrate,n/a,on dead wood
710719,substrate,n/a,on dead wood
710720,substrate,n/a,on rotten wood
710722,substrate,n/a,on old logs
710723,substrate,n/a,on dead wood
710724,substrate,n/a,on old logs in woods
710725,substrate,n/a,on old logs
710726,substrate,n/a,on bank
710727,substrate,n/a,mosses
710728,substrate,n/a,on old logs
710729,substrate,n/a,on dead wood
710730,substrate,n/a,on earth by the sea
710731,substrate,n/a,on rotten wood
710732,substrate,n/a,on root of a tree
710733,substrate,n/a,on dead wood near the sea
710734,substrate,n/a,on dead wood by the sea
710735,substrate,n/a,on rocks by the sea
710736,substrate,n/a,on the bark of a large tree below the wharf
710737,substrate,n/a,on old logs
710738,substrate,n/a,on old logs
710740,substrate,n/a,shaded moist grassy cliff shelf
710742,substrate,n/a,on moist perpendicular humus face
710743,substrate,n/a,over humus bank
710744,substrate,n/a,humus on cliff ledge
710745,substrate,n/a,on moist semi shaded humus
710746,substrate,n/a,on shaded moist rotten log
710747,substrate,n/a,on old logs by the brook in the beaver meadow
710748,substrate,n/a,on shaded perpendicular humus face
710823,substrate,n/a,base of maple
710824,substrate,n/a,on humid rotten log
710825,substrate,n/a,on earth in woods
710826,substrate,n/a,on earth by the shore
710827,substrate,n/a,on earth
710828,substrate,n/a,on earth in woods
710831,substrate,n/a,humus
710832,substrate,n/a,humus under white spruce and aspen
710834,substrate,n/a,hummock
710835,substrate,n/a,humus
710836,substrate,n/a,sandy soil
710837,substrate,n/a,soil
710838,substrate,n/a,shaded wet bank of pond
710844,substrate,n/a,on humus under alders near riverbank
710845,substrate,n/a,on rock face near falls
710846,substrate,n/a,on rocks
710849,substrate,n/a,on railway embankment
710850,substrate,n/a,on rotted wood
710851,substrate,n/a,on limestone escarpment
710852,substrate,n/a,on soil at base of tree in swamp
710856,substrate,n/a,on soil bank of lakeshore
710857,substrate,n/a,on soil of trail
710858,substrate,n/a,very rotten stump
710859,substrate,n/a,on limestone
710860,substrate,n/a,in thick mat over N side of dolomite block
710861,substrate,n/a,on soil over rock outcrop
710862,substrate,n/a,on rock under cedars and firs
710863,substrate,n/a,on soil near summit of hill near lake
710864,substrate,n/a,on dry calcareous soil
710865,substrate,n/a,"on mosses, over damp limestone"
710866,substrate,n/a,on decayed stump
710867,substrate,n/a,on rotten log and rock outcrop
710868,substrate,n/a,white cedar swamp
710869,substrate,n/a,on limestone rocks in woods
710870,substrate,n/a,on wet wood under firs at edge of woods
710871,substrate,n/a,on shaded rock outcrop on hillside
710873,substrate,n/a,rocky area fringing the river
710874,substrate,n/a,on rock bluff
26324,substrate,n/a,On soil bank beside trail in oak woods.
26302,substrate,n/a,On soil over limestone outcrop beside tracks.
26259,substrate,n/a,On soil around roots and limestone rocks on slope.
25509,substrate,n/a,On rock outcrop under fir tree.
26240,substrate,n/a,On soil beside trail near water.
17487,substrate,n/a,"On soil, limestone rocks and bases of trees."
21267,substrate,n/a,On boulders beside river.
21314,substrate,n/a,On soil in crevice of rock beside river.
