ID Number,OtherNumber,Type
CAN 603729,86,collector no./field no.
CAN 603730,132,collector no./field no.
CAN 603836,12-0667,collector no./field no.
CAN 603940,no data,
CAN 604275,09-0233,collector no./field no.
CAN 60500,58377,old CMN catalogue number format
CAN 60501,58378,collector no./field no.
CAN 60502,34,collector no./field no.
CAN 60503,34A,collector no./field no.
CAN 605775,259,collector no./field no.
CAN 605776,18172a,collector no./field no.
CAN 605777,18091,collector no./field no.
CAN 606970,no data,collector no./field no.
CAN 607321,9592,collector no./field no.
CAN 607322,10,collector no./field no.
CAN 607417,,
CAN 61037,11556,collector no./field no.
CAN 61155,7182,collector no./field no.
CAN 61262,81250,old CMN catalogue number format
CAN 61263,83043,old CMN catalogue number format
CAN 61416,"58,379",collector no./field no.
CAN 61482,10903,collector no./field no.
CAN 61492,67,collector no./field no.
CAN 61536,7139,collector no./field no.
CAN 61702,9597,collector no./field no.
CAN 61703,9615,collector no./field no.
CAN 61770,9360,collector no./field no.
CAN 61771,10906,collector no./field no.
CAN 61812,10.137,collector no./field no.
CAN 61906,252,collector no./field no.
CAN 61965,9.470,collector no./field no.
CAN 62039,10.458,collector no./field no.
CAN 62341,7140,collector no./field no.
CAN 62350,"14,253a",old CMN catalogue number format
CAN 62356,10.616,collector no./field no.
CAN 62377,9.357,collector no./field no.
CAN 62385,7105,collector no./field no.
CAN 62386,6906,collector no./field no.
CAN 62547,7141,collector no./field no.
CAN 62723,46146,old CMN catalogue number format
CAN 62748,9.720,collector no./field no.
CAN 62750,11475,collector no./field no.
CAN 62751,10291,collector no./field no.
CAN 62752,11475,collector no./field no.
CAN 62770,11616,collector no./field no.
CAN 62771,10212,collector no./field no.
CAN 62772,15202,collector no./field no.
CAN 62794,10.567,collector no./field no.
CAN 62796,10901,collector no./field no.
CAN 62798,12075,old CMN catalogue number format
CAN 62801,12074,old CMN catalogue number format
CAN 62821,81249,old CMN catalogue number format
CAN 62822,"83,047",old CMN catalogue number format
CAN 63052,11950,collector no./field no.
CAN 63053,10342,collector no./field no.
CAN 63455,752,collector no./field no.
CAN 63456,752,collector no./field no.
CAN 63482,9175,collector no./field no.
CAN 64030,205,collector no./field no.
CAN 64031,58367,old CMN catalogue number format
CAN 64032,58367,collector no./field no.
CAN 64062,169,collector no./field no.
CAN 64063,,
CAN 64064,77,collector no./field no.
CAN 64065,83044,old CMN catalogue number format
CAN 64371,11479,collector no./field no.
CAN 64866,838,collector no./field no.
CAN 64906,11.678,collector no./field no.
CAN 64907,9.935,collector no./field no.
CAN 64908,11.939,collector no./field no.
CAN 64909,10.175,collector no./field no.
CAN 64910,10.174,collector no./field no.
CAN 64911,10.996,collector no./field no.
CAN 64912,677,collector no./field no.
CAN 64914,97688,old CMN catalogue number format
CAN 64915,71,collector no./field no.
CAN 64916,70,collector no./field no.
CAN 64917,51,collector no./field no.
CAN 64933,245,collector no./field no.
CAN 64953,"83,049",collector no./field no.
CAN 64956,7107,collector no./field no.
CAN 64959,381,collector no./field no.
CAN 64960,217,collector no./field no.
CAN 64961,93315,collector no./field no.
CAN 64962,"80,645",collector no./field no.
CAN 64963,"14,299",collector no./field no.
CAN 65028,10.133,collector no./field no.
CAN 65029,11.677,collector no./field no.
CAN 65030,11.431,collector no./field no.
CAN 65031,11.356,collector no./field no.
CAN 65032,11.240,collector no./field no.
CAN 65033,505,collector no./field no.
CAN 65069,"58,489",collector no./field no.
CAN 65071,91437,collector no./field no.
CAN 65073,6,collector no./field no.
CAN 65074,260,collector no./field no.
CAN 65075,259,collector no./field no.
CAN 65076,258,collector no./field no.
CAN 65077,248,collector no./field no.
CAN 65189,10018,collector no./field no.
CAN 65190,11745,collector no./field no.
CAN 65191,11309,collector no./field no.
CAN 65192,10177,collector no./field no.
CAN 65193,9379,old CMN catalogue number format
CAN 65194,74,collector no./field no.
CAN 65209,10.176,collector no./field no.
CAN 65210,10.460,collector no./field no.
CAN 65211,10.913,collector no./field no.
CAN 65212,256,collector no./field no.
CAN 65213,31,collector no./field no.
CAN 65226,14300,previous catalogue
CAN 65229,10.511,collector no./field no.
CAN 65230,10.215,collector no./field no.
CAN 65231,9398,collector no./field no.
CAN 65233,10.066,collector no./field no.
CAN 65234,9.619,collector no./field no.
CAN 65235,9.936,collector no./field no.
CAN 65236,"58,490",collector no./field no.
CAN 65237,984,collector no./field no.
CAN 65238,62,collector no./field no.
CAN 65239,114,collector no./field no.
CAN 65240,246,collector no./field no.
CAN 65323,10.911,collector no./field no.
CAN 655,11.107,collector no./field no.
CAN 65522,,
CAN 65530,203,collector no./field no.
CAN 65557,29,collector no./field no.
CAN 65622,11308,collector no./field no.
CAN 65623,10912,collector no./field no.
CAN 65624,11937,collector no./field no.
CAN 65631,11.239,collector no./field no.
CAN 65632,11679,collector no./field no.
CAN 65633,11.557,collector no./field no.
CAN 65634,9.620,collector no./field no.
CAN 65635,91867,collector no./field no.
CAN 65636,348,collector no./field no.
CAN 65637,"62,264",collector no./field no.
CAN 65638,12096,collector no./field no.
CAN 65639,7109,collector no./field no.
CAN 65640,48,collector no./field no.
CAN 65641,54,collector no./field no.
CAN 657,12079,collector no./field no.
CAN 65759,14291,collector no./field no.
CAN 658,9238,collector no./field no.
CAN 65888,no data,
CAN 65894,213,collector no./field no.
CAN 65895,215,collector no./field no.
CAN 65896,7108,collector no./field no.
CAN 65897,10.441,collector no./field no.
CAN 65898,10.462,collector no./field no.
CAN 65899,10.510,collector no./field no.
CAN 659,10273,collector no./field no.
CAN 65900,11.310,collector no./field no.
CAN 65901,11.934,collector no./field no.
CAN 65902,11.936,collector no./field no.
CAN 65903,10.568,collector no./field no.
CAN 66152,85869,collector no./field no.
CAN 66155,242,collector no./field no.
CAN 66339,11.355,collector no./field no.
CAN 66340,9.683,collector no./field no.
CAN 66341,9.272,collector no./field no.
CAN 66342,9.401,collector no./field no.
CAN 66343,9.361,collector no./field no.
CAN 66344,24,collector no./field no.
CAN 66345,30,collector no./field no.
CAN 66346,23,collector no./field no.
CAN 66347,26,collector no./field no.
CAN 66348,115,collector no./field no.
CAN 66349,72,collector no./field no.
CAN 66350,9642,collector no./field no.
CAN 66351,9342,collector no./field no.
CAN 66352,244,collector no./field no.
CAN 66353,55,collector no./field no.
CAN 66354,9957,collector no./field no.
CAN 66355,508,collector no./field no.
CAN 66356,998,collector no./field no.
CAN 66357,no data,collector no./field no.
CAN 66358,154,collector no./field no.
CAN 66359,206,collector no./field no.
CAN 66361,14296,old CMN catalogue number format
CAN 66362,"58,488",collector no./field no.
CAN 66363,"58,487",old CMN catalogue number format
CAN 66495,10909,collector no./field no.
CAN 66496,10134,collector no./field no.
CAN 66659,10.178,collector no./field no.
CAN 66660,9.338,collector no./field no.
CAN 66661,10.135,collector no./field no.
CAN 66662,214,collector no./field no.
CAN 66663,73,collector no./field no.
CAN 66664,22,collector no./field no.
CAN 66665,10307,collector no./field no.
CAN 66666,243,collector no./field no.
CAN 66681,28,collector no./field no.
CAN 67138,11933,collector no./field no.
CAN 67249,11352,collector no./field no.
CAN 67250,9546,collector no./field no.
CAN 67251,9836,collector no./field no.
CAN 67252,10908,collector no./field no.
CAN 67253,9428,collector no./field no.
CAN 67254,10378,collector no./field no.
CAN 67255,11040,collector no./field no.
CAN 67256,11139,collector no./field no.
CAN 67257,26,collector no./field no.
CAN 67258,68,collector no./field no.
CAN 67259,212,collector no./field no.
CAN 67260,7106,collector no./field no.
CAN 67261,58476,
CAN 67262,58477,collector no./field no.
CAN 67263,91882,collector no./field no.
CAN 67264,548,collector no./field no.
CAN 67265,151,collector no./field no.
CAN 67396,14281,previous catalogue
CAN 6888,82,old CMN catalogue number format
CAN 70404,11.081,collector no./field no.
CAN 70405,10.513,collector no./field no.
CAN 70406,10.513,collector no./field no.
CAN 70407,11.941,collector no./field no.
CAN 70408,119359,old CMN catalogue number format
CAN 70556,9.890,collector no./field no.
CAN 70557,10.818,collector no./field no.
CAN 70558,9.581,collector no./field no.
CAN 70559,11.000,collector no./field no.
CAN 70560,9.190,collector no./field no.
CAN 70561,11.563,collector no./field no.
CAN 70562,10.387,collector no./field no.
CAN 70563,10.386,collector no./field no.
CAN 70564,10.216,collector no./field no.
CAN 70565,10.298,collector no./field no.
CAN 70566,65,collector no./field no.
CAN 70567,167,collector no./field no.
CAN 70568,172,collector no./field no.
CAN 70569,82,collector no./field no.
CAN 70570,"58,465",previous catalogue
CAN 70571,"58,464",previous catalogue
CAN 70572,"58,468",previous catalogue
CAN 70573,144,collector no./field no.
CAN 70574,144,collector no./field no.
CAN 70575,"46,128",previous catalogue
CAN 70576,9575,collector no./field no.
CAN 70594,"58,465",previous catalogue
CAN 70595,"58,467",previous catalogue
CAN 70629,58471,old CMN catalogue number format
CAN 70635,10.917,collector no./field no.
CAN 70636,10.463,collector no./field no.
CAN 70637,10.299,collector no./field no.
CAN 70638,11.041,collector no./field no.
CAN 70639,11.141,collector no./field no.
CAN 70640,638,collector no./field no.
CAN 71989,241,collector no./field no.
CAN 72042,10625,collector no./field no.
CAN 72043,"10,625",collector no./field no.
CAN 72044,"9,726",collector no./field no.
CAN 72045,"9,440",collector no./field no.
CAN 72046,"9,478",collector no./field no.
CAN 72047,"9,728",collector no./field no.
CAN 72048,"9,892",collector no./field no.
CAN 72049,"9,477",collector no./field no.
CAN 72150,200,collector no./field no.
CAN 72151,137,collector no./field no.
CAN 72154,10046,collector no./field no.
CAN 72156,9329,collector no./field no.
CAN 72382,10070,collector no./field no.
CAN 72383,10070,collector no./field no.
CAN 72384,7185,collector no./field no.
CAN 72595,9476,collector no./field no.
CAN 72596,9443,collector no./field no.
CAN 72597,9474,collector no./field no.
CAN 72598,253,collector no./field no.
CAN 72609,9475,collector no./field no.
CAN 72610,9622,collector no./field no.
CAN 72626,10998,collector no./field no.
CAN 73152,11746,collector no./field no.
CAN 73153,11389,collector no./field no.
CAN 7365,11511,collector no./field no.
CAN 7366,11506,collector no./field no.
CAN 74364,14276,collector no./field no.
CAN 74617,"58,463",old CMN catalogue number format
CAN 74618,8088,old CMN catalogue number format
CAN 74620,46134,old CMN catalogue number format
CAN 7476,"11,512",collector no./field no.
CAN 75107,,
CAN 75145,58426,old CMN catalogue number format
CAN 75148,80667,old CMN catalogue number format
CAN 75151,9449,collector no./field no.
CAN 75163,"58,428",old CMN catalogue number format
CAN 75252,9535,collector no./field no.
CAN 75253,10022,collector no./field no.
CAN 76139,1082,collector no./field no.
CAN 76483,86061,old CMN catalogue number format
CAN 76543,1092,collector no./field no.
CAN 76613,9857,collector no./field no.
CAN 76836,,
CAN 76847,10073,collector no./field no.
CAN 76850,9938,collector no./field no.
CAN 76851,11086,collector no./field no.
CAN 76852,,
CAN 76900,s.n.,collector no./field no.
CAN 76901,s.n.,collector no./field no.
CAN 76903,"83,048",collector no./field no.
CAN 76918,257,collector no./field no.
CAN 76934,234,collector no./field no.
CAN 77011,10072,collector no./field no.
CAN 77019,10918,collector no./field no.
CAN 77020,9625,collector no./field no.
CAN 77021,9761,collector no./field no.
CAN 77022,9937,collector no./field no.
CAN 77023,9482,collector no./field no.
CAN 77032,9939,collector no./field no.
CAN 77033,9730,collector no./field no.
CAN 77034,9730,collector no./field no.
CAN 77035,9447,collector no./field no.
CAN 77037,11747,collector no./field no.
CAN 77038,11740,collector no./field no.
CAN 77946,119357,old CMN catalogue number format
CAN 77947,7110,collector no./field no.
CAN 77948,172,collector no./field no.
CAN 78490,10920,collector no./field no.
CAN 78492,217-18,collector no./field no.
CAN 78493,176,collector no./field no.
CAN 78495,66,collector no./field no.
CAN 78659,10044,collector no./field no.
CAN 78660,9962,collector no./field no.
CAN 78661,10691,collector no./field no.
CAN 78662,142,collector no./field no.
CAN 78663,340,collector no./field no.
CAN 78664,176,collector no./field no.
CAN 78665,2859,collector no./field no.
CAN 78666,"676,893",collector no./field no.
CAN 78667,1013,collector no./field no.
CAN 78668,9503,collector no./field no.
CAN 78669,9539,collector no./field no.
CAN 78970,11146,collector no./field no.
CAN 78971,11908,collector no./field no.
CAN 78972,11915,collector no./field no.
CAN 81305,58394,old CMN catalogue number format
CAN 81306,174,collector no./field no.
CAN 81307,219,collector no./field no.
CAN 81790,11774,collector no./field no.
CAN 83049,7187,collector no./field no.
CAN 83058,10310,collector no./field no.
CAN 83060,11909,collector no./field no.
CAN 83061,10832,collector no./field no.
CAN 83063,58498,old CMN catalogue number format
CAN 84015,,
CAN 84016,,
CAN 84068,,
CAN 84069,,
CAN 84070,,
CAN 84102,6907,collector no./field no.
CAN 84269,220,collector no./field no.
CAN 84526,14310,collector no./field no.
CAN 84528,"19,436",collector no./field no.
CAN 84529,9332,collector no./field no.
CAN 84530,216,collector no./field no.
CAN 84531,256,collector no./field no.
CAN 84532,s.n.,collector no./field no.
CAN 84533,9158,collector no./field no.
CAN 84534,"58,512",collector no./field no.
CAN 84535,1085,collector no./field no.
CAN 84536,s.n.,collector no./field no.
CAN 84741,11390,collector no./field no.
CAN 84742,11390,collector no./field no.
CAN 84835,9292,old CMN catalogue number format
CAN 86699,93318,previous catalogue
CAN 86700,1029,collector no./field no.
CAN 8745,617,collector no./field no.
CAN 8746,546,collector no./field no.
CAN 8747,728,collector no./field no.
CAN 87663,,
CAN 87664,,
CAN 87665,311,collector no./field no.
CAN 87666,74,collector no./field no.
CAN 87667,265,collector no./field no.
CAN 87668,,
CAN 87669,9788,collector no./field no.
CAN 87670,9645,collector no./field no.
CAN 87671,14.182,collector no./field no.
CAN 87672,124,collector no./field no.
CAN 87673,,
CAN 87674,,
CAN 87677,,
CAN 87795,,
CAN 87796,,
CAN 87797,,
